"Date","Brand.Names","Product.Description","Product.Types","Recall.Reason.Description","Company.Name","Category","Food.Sub"
0011-09-20,"Quesillo and Alebrije","Cheeses","Food & Beverages, Foodborne Illness, Cheese/Cheese Product","Due to Potential Presence of Salmonella","ALEBRIJE DIST WHOLESALE","Food & Beverages","Cheese/Cheese Product"
0003-10-20,"Eat Smart, Salad Shake Ups","Salads","Food & Beverages, Foodborne Illness, Prepared Food","Potential to be contaminated with Listeria monocytogenes","Apio, Inc.","Food & Beverages","Prepared Food"
NA,"Snak Club","‎Snak Club Honey Bliss Nut Mix","Food & Beverages, Snack Food Item","Undeclared Milk","‎Century Snacks LLC","Food & Beverages","Snack Food Item"
NA,"Better Made","Original Potato Chips","Food & Beverages, Snack Food Item","Undeclared Milk","Better Made Snack Foods","Food & Beverages","Snack Food Item"
0002-04-20,"Stacy's","Pita Chips","Food & Beverages, Allergens, Snack Food Item","Undeclared milk","Frito-Lay","Food & Beverages","Snack Food Item"
NA,"Source Day Natural Treasures","Liquorice Slice","Food & Beverages, Candy/Gum (without chocolate)","Undeclared Sulfites","New Nan Fong","Food & Beverages","Candy/Gum (without chocolate)"
NA,"Purveyors Kitchen","Pumpkin Pesto Tapenade","Food & Beverages, Allergens, Tree Nuts","Undeclared tree nut (walnut)","Nor Cal Food Solutions, LLC","Food & Beverages","Tree Nuts"
0011-09-20,"Recchiuti","Bittersweet and Feve chocolate bars","Food & Beverages, Allergens, Milk/Milk Product","Undeclared milk","Recchiuti Confections","Food & Beverages","Milk/Milk Product"
NA,"Bee International","Plastic Heart Tubes with Chocolate Lentils","Food & Beverages, Chocolate/Cocoa Product","Undeclared Milk","Bee International, Inc.","Food & Beverages","Chocolate/Cocoa Product"
NA,"Weis Quality","Banana Puddin’ Ice Cream","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared Egg","Weis Markets","Food & Beverages","Ice Cream/Frozen Dairy"
0005-02-20,"Lipari Old Tyme, Copperwood","Cheeses","Food & Beverages, Cheese/Cheese Product","potential contamination of Listeria monocytogenes","Lipari Foods","Food & Beverages","Cheese/Cheese Product"
0005-02-20,"Biohealth","Precision Blend Time Release Protein Cookies and Cream","Food & Beverages, Snack Food Item","Undeclared wheat","Biohealth Nutrition","Food & Beverages","Snack Food Item"
0005-02-20,"Caribeña","Papaya Maradol","Food & Beverages, Juice","Salmonella","Grande Produce","Food & Beverages","Juice"
NA,"Amish Classics, Deli Readi, Deli Made, Meijer, more","Cheese","Food & Beverages, Cheese/Cheese Product","Listeria","MDS Foods Inc.,","Food & Beverages","Cheese/Cheese Product"
0005-03-20,"Gia Russa","Bread crumbs","Food & Beverages","Undeclared walnuts and pecans","ICCO Cheese Company, Inc.","Food & Beverages",""
0005-02-20,"Taylor Farms","Coleslaw Kits","Food & Beverages, Prepared Food","Undeclared Milk","Taylor Farms Retail, Inc.","Food & Beverages","Prepared Food"
0005-02-20,"Fred Meyer","100% Whole Wheat Bread","Food & Beverages, Bakery Product/Mix","Undeclared milk","Fred Meyer Stores","Food & Beverages","Bakery Product/Mix"
0005-03-20,"Baraka","Curry powder","Food & Beverages, Spices, Flavors &  Salts","Due to Lead","UBC Food Distributors, Inc","Food & Beverages","Flavors &  Salts"
0005-09-20,"Mecox Bay Dairy","Mecox Sunrise Cheese","Food & Beverages, Cheese/Cheese Product","Listeria monocytogenes","Mecox Bay Dairy, LLC","Food & Beverages","Cheese/Cheese Product"
0005-09-20,"EnviroKidz","Choco Chimps, Gorilla Munch and Jungle Munch cereals","Food & Beverages, Cereal/Breakfast Food","Undeclared Gluten","Nature’s Path Foods","Food & Beverages","Cereal/Breakfast Food"
0005-10-20,"Deshi","Golden Raisins","Food & Beverages, Snack Food Item","Undeclared sulfites","Deshi Distributors LLC","Food & Beverages","Snack Food Item"
NA,"Biltmore","Wild Smoked Sockeye Salmon","Food & Beverages, Fish","Potential to be contaminated with Listeria monocytogenes","Seven Seas International USA, LLC","Food & Beverages","Fish"
NA,"Karawan","Tahini","Food & Beverages, Seeds","Potential for Salmonella","Brodt Zenatti Holding LLC","Food & Beverages","Seeds"
NA,"GHSW, LLC","Salads, wraps and salad bar trays","Food & Beverages, Prepared Food","Undeclared Soy","GHSW, LLC","Food & Beverages","Prepared Food"
NA,"Coolhaus","Dairy Free Horchata Frozen Dessert Sandwich","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared Milk","Farchitecture BB, LLC, dba Coolhaus","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Global","Rattan Shoot in Brine","Food & Beverages, Allergens, Prepared Food","Undeclared Sulfites","US TRADING COMPANY","Food & Beverages","Prepared Food"
NA,"Art Cream","Gluten Free Cookies N Cream Ice Cream","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared Pecans","Art Cream","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Specially Selected","Paleo Maple Almond Granola","Food & Beverages, Snack Food Item","Potential Presence of Foreign Material","ALDI","Food & Beverages","Snack Food Item"
NA,"7-Eleven","‘The Italian Job’ sandwiches, Italian Style Sub","Food & Beverages, Allergens, Egg/Egg Product","Undeclared egg","Hearthside Food Solutions","Food & Beverages","Egg/Egg Product"
NA,"Laxmi","Dried Apricot","Food & Beverages, Contaminants, Fruit/Fruit Product","Undeclared sulfites","House Of Spices India","Food & Beverages","Fruit/Fruit Product"
NA,"Wegmans","Undeclared milk","Food & Beverages, Seafood/Seafood Product","Undeclared Milk","Wegmans Food Markets","Food & Beverages","Seafood/Seafood Product"
NA,"New Seasons Market","Bacon Shallot Potato Salad","Food & Beverages, Prepared Food","Undeclared egg","New Seasons Market","Food & Beverages","Prepared Food"
NA,"purely elizabeth","Granola","Food & Beverages","Potential presence of foreign material","purely elizabeth","Food & Beverages",""
NA,"Bakers Corner","Flour","Food & Beverages","E.coli","ALDI","Food & Beverages",""
NA,"Bakers Corner","Flour","Food & Beverages","E. coli","ALDI","Food & Beverages",""
NA,"Bakers Corner","Flour","Food & Beverages","E. coli","ADM Milling Co.","Food & Beverages",""
NA,"Baker’s Corner","All Purpose Flour","Food & Beverages","Potential presence of E.coli","ADM Milling Co.","Food & Beverages",""
NA,"Deep Foods Inc.","Deep Golden Raisins","Food & Beverages, Snack Food Item","Undeclared Sulfites","Deep Foods Inc.","Food & Beverages","Snack Food Item"
0010-05-20,"Ladyfingers","Country Ham Rolls","Food & Beverages, Pork/Pork Product","Listeria","Ladyfingers Catering, LLC","Food & Beverages","Pork/Pork Product"
0006-05-20,"Whole Foods Market","Specialty Pestos","Food & Beverages, Allergens, Labeling, Gravy/Sauces","Undeclared Milk, Pine Nuts, Walnuts","North Atlantic Whole Foods Market","Food & Beverages","Gravy/Sauces"
0006-07-20,"Private Selection","Frozen Triple Berry Medley","Food & Beverages, Fruit/Fruit Product","Possible Hepatitis A Contamination","The Kroger Co.","Food & Beverages","Fruit/Fruit Product"
0006-10-20,"Karawan & SoCo","Tahini","Food & Beverages","Salmonella","Brodt Zenatti Holding LLC","Food & Beverages",""
NA,"Dole and Wild Harvest","Organic Romaine Hearts","Food & Beverages, Foodborne Illness, Produce","Potential for Pathogenic non-O157 E. coli","Dole Fresh Vegetables Inc.","Food & Beverages","Produce"
NA,"Whole Foods Market","Popcorn chicken with sweet chili sauce","Food & Beverages","Undeclared shellfish (shrimp)","Whole Foods Market","Food & Beverages",""
NA,"The Fresh Market, Good & Gather and more","Organic Basil","Food & Beverages, Foodborne Illness","Possible Cyclospora contamination","Shenandoah Growers, Inc","Food & Beverages",""
NA,"HyVee","Short Cuts vegetable mix products","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","Hy-Vee, Inc.","Food & Beverages",""
NA,"Good & Gather","Banana Chocolate Chip Date & Nut Bar","Food & Beverages, Allergens","Undeclared almonds","Riverside Natural Foods","Food & Beverages",""
NA,"Prairie Farms","Chocolate milk","Food & Beverages, Allergens, Milk/Milk Product","Undeclared egg","Prairie Farms","Food & Beverages","Milk/Milk Product"
NA,"Fresh Attitude","Baby spinach","Food & Beverages","Salmonella","Vegpro International","Food & Beverages",""
NA,"Golden Boy","Custard Muffin Original","Food & Beverages","Undeclared milk","Hong Thai Foods Corp.","Food & Beverages",""
NA,"Golden Boy","Custard Muffin Pandan","Food & Beverages","Undeclared Milk","Hong Thai Foods Corp.","Food & Beverages",""
0012-01-20,"Cacao Market MarieBelle","Dark Chocolate Pearls","Food & Beverages, Chocolate/Cocoa Product","Undeclared milk","Maribelle Sweets","Food & Beverages","Chocolate/Cocoa Product"
0012-04-20,"Canyon Bakehouse","Canyon Bakehouse Mountain White Bread and Canyon Bakehouse Everything Bagels","Food & Beverages","Potential presence of gluten.","Flowers Foods, Inc.","Food & Beverages",""
0012-06-20,"Market of Choice","Sour Cherry Baked Brie","Food & Beverages","Undeclared almonds","Market of Choice","Food & Beverages",""
0012-08-20,"Publix","Publix Bakery 20 OZ Holiday Cookie Platters","Food & Beverages, Allergens, Bakery Product/Mix","May contain undeclared pecans","George DeLallo Co., Inc.","Food & Beverages","Bakery Product/Mix"
NA,"Trader Joe’s","Frozen Lightly Salted Edamame","Food & Beverages, Foodborne Illness, Vegetable Protein Product","Potential to be contaminated with Listeria monocytogenes","Tesoros Trading Company","Food & Beverages","Vegetable Protein Product"
NA,"O&H Danish Bakery","Almond Kringle","Food & Beverages","May contain undeclared pecans","O&H Danish Bakery, Inc.","Food & Beverages",""
NA,"Food Club","Garlic Powder","Food & Beverages","Undeclared Soy","B & G Foods, Inc","Food & Beverages",""
NA,"SE Grocers","Party Tray Vegetables with Ranch Dip","Food & Beverages","Undeclared Egg","Country Fresh, LLC","Food & Beverages",""
NA,"Veladis","Herring in oil","Food & Beverages, Foodborne Illness, Fish","Listeria Monocytogenes","B&I Overseas Trading, Inc","Food & Beverages","Fish"
NA,"Legendary Baking","French Silk Pie","Food & Beverages","May contain undeclared pecans","Legendary Baking","Food & Beverages",""
NA,"Canyon Bakehouse","Canyon Bakehouse Everything Bagels","Food & Beverages","Potential presence of gluten","Flowers Foods, Inc.","Food & Beverages",""
NA,"Backroad Country","Spicy Cajun Mix","Food & Beverages, Allergens, Snack Food Item","Undeclared milk","Lipari Foods","Food & Beverages","Snack Food Item"
NA,"Divvies","Vanilla Cupcakes","Food & Beverages, Allergens, Bakery Product/Mix","Undeclared milk and eggs","Divvies, LLC","Food & Beverages","Bakery Product/Mix"
0001-05-20,"Dole","Sesame Asian Chopped Salad Kit","Food & Beverages, Allergens, Prepared Food","Undeclared eggs","Dole Fresh Vegetables, Inc.","Food & Beverages","Prepared Food"
0001-10-20,"Weis, Klein’s, Nelson’s","Ice cream products","Food & Beverages","May be contaminated with extraneous material","Weis Markets","Food & Beverages",""
0001-11-20,"LAVVA","Blueberry Plant-Based Yogurt","Food & Beverages","Potential for Mold","EVR Foods Inc.","Food & Beverages",""
NA,"Champlain Chocolate Company","Select LLC Milk Chocolate Products","Food & Beverages, Chocolate/Cocoa Product","Potential Foreign Objects - Brittle Plastic Pieces","Champlain Chocolate Company","Food & Beverages","Chocolate/Cocoa Product"
NA,"Hiland Dairy","1% low fat chocolate milk","Food & Beverages, Contaminants, Milk/Milk Product","May contain food-grade sanitizers","Hiland Dairy","Food & Beverages","Milk/Milk Product"
NA,"Pero Family Farms","Butternut squash cubes, chunks, and spirals","Food & Beverages","Listeria monocytogenes","Pero Family Farms Food Company, LLC","Food & Beverages",""
NA,"Lancaster Foods","Butternut squash noodles, planks, chunks and butternut squash containing medleys and blends","Food & Beverages","Listeria monocytogenes","Lancaster Foods, LLC","Food & Beverages",""
NA,"Publix","Steam in bag products containing butternuts squash","Food & Beverages","Listeria monocytogenes","Publix Super Markets, Inc.","Food & Beverages",""
NA,"Ruffles","Potato Chips","Food & Beverages, Allergens, Snack Food Item","Undeclared milk","Frito Lay","Food & Beverages","Snack Food Item"
NA,"Door County Coffee & Tea Co.","French Vanilla Flavored Cappuccino Single Serve Cups","Food & Beverages, Allergens","Product may contain undeclared milk and soy.","Door County Coffee & Tea Co.","Food & Beverages",""
NA,"House-Autry","Tartar Sauce","Food & Beverages","Spoilage","House-Autry Mills, Inc.","Food & Beverages",""
NA,"Bickel’s Snack Foods","Undeclared milk","Food & Beverages","Butter Flavored Popcorn","Bickel’s Snack Foods, Inc.","Food & Beverages",""
NA,"Maine Grains, GrowNYC","Organic yellow peas","Food & Beverages","Undeclared soy","Main Grains, Inc.","Food & Beverages",""
NA,"think!","Protein fiber oatmeal farmer’s market berry crumble","Food & Beverages","Due to undeclared almonds and pecans","think! and Interpac Technologies, Inc.","Food & Beverages",""
NA,"Dole™","Dole™ Endless Summer Salad Kit","Food & Beverages","Due to possible undeclared allergens (fish and egg)","Dole Fresh Vegetables, Inc.","Food & Beverages",""
NA,"Golden Boy","Custard Muffin Banana","Food & Beverages, Allergens, Dairy","May contain undeclared milk","Hong Thai Foods Corp.","Food & Beverages","Dairy"
0002-08-20,"Simple Truth, That’s Tasty, Shenandoah Growers","Basil","Food & Beverages","Potential Cyclospora contamination","Shenandoah Growers, Inc","Food & Beverages",""
0002-08-20,"Publix","Parmesan-Crusted Wild Alaskan Salmon Fillets","Food & Beverages","Undeclared Soy","Ocean Beauty Seafood LLC","Food & Beverages",""
0002-09-20,"Sprouts","Vanilla Yogurt Covered Cranberries","Food & Beverages, Allergens","Undeclared Almonds","Hickory Harvest Foods","Food & Beverages",""
0002-09-20,"Delicae","Thai Peanut Sauce, Spicy Red Curry Sauce","Food & Beverages, Allergens, Gravy/Sauces","Undeclared Shrimp","Delicae Gourmet LLC","Food & Beverages","Gravy/Sauces"
0002-10-20,"Dole","Sunflower Crunch Chopped Salad Kit","Food & Beverages","Undeclared wheat and tree nuts","Dole Fresh Vegetables","Food & Beverages",""
NA,"Kowalski’s Markets","Buffalo Cauliflower Bites","Food & Beverages, Allergens","Undeclared Fish (Anchovies)","Russ Davis Wholesale","Food & Beverages",""
NA,"Brite Harbor","Caesar Dressing & Dip","Food & Beverages, Allergens","Undeclared Anchovies","Litehouse Inc.","Food & Beverages",""
NA,"Aaron’s Gourmet Smoked Fish","Smoked fish products","Food & Beverages, Food Compliance Programs, Fish","Lack of licensure and regulatory oversight by the state agency","Aaron’s Gourmet Smoked Fish","Food & Beverages","Fish"
NA,"El Abuelito, Rio Grande, Rio Lindo","Queso Fresco","Food & Beverages, Foodborne Illness, Cheese/Cheese Product","Listeria monocytogenes","El Abuelito Cheese","Food & Beverages","Cheese/Cheese Product"
NA,"Market District","Pretzel Platters and Pretzel Bags","Food & Beverages, Allergens, Snack Food Item","Undeclared pecans","Giant Eagle, Inc.","Food & Beverages","Snack Food Item"
NA,"Urban Remedy","Beverages","Food & Beverages","Undeclared almonds and cashews","Urban Remedy","Food & Beverages",""
NA,"Haug, Fresh Tyme  &  more","Taco products","Food & Beverages","Listeria monocytogenes","J&J Distributing","Food & Beverages",""
0003-01-20,"Quaker","Rice Crisps Sweet Barbecue Flavor","Food & Beverages, Allergens, Snack Food Item","May Contain Undeclared Soy Ingredients","The Quaker Oats Company","Food & Beverages","Snack Food Item"
NA,"Caito Foods, Renaissance Food Group, Open Acres, Garden Highway and others","Fresh cut watermelon, honeydew, cantaloupe and mixed fruit melons","Food & Beverages, Fruit/Fruit Product","Potential to be contaminated with salmonella","Caito Foods","Food & Beverages","Fruit/Fruit Product"
NA,"AWERS","Grained Salmon Caviar","Food & Beverages","Potential Clostridium botulinum contamination","AWERS, Inc.","Food & Beverages",""
NA,"Whole Foods Market","Iced Sugar Cookies","Food & Beverages, Bakery Product/Mix","Undeclared Egg","Whole Foods Market Stores","Food & Beverages","Bakery Product/Mix"
NA,"QQ Fish","Tofu style fried fish cake, Mushroom Fish ball","Food & Beverages","Undeclared egg","Great One Trading Inc.","Food & Beverages",""
NA,"Tainy Vostoka","Assorted dry fruits-Quince","Food & Beverages","Undeclared sulfites","Krasnyi Oktyabr USA Inc","Food & Beverages",""
NA,"Tainy Vostoka","Assorted dry fruits-apple","Food & Beverages","Undeclared sulfites","Krasnyi Oktyabr USA Inc","Food & Beverages",""
NA,"Pedia Smart","Soy vanilla beverage mix","Food & Beverages, Meal Replacements","Undeclared milk","Nature’s One","Food & Beverages","Meal Replacements"
NA,"Balquis","Spice","Food & Beverages, Spices, Flavors &  Salts","Excessive levels of lead","Makzemo LLC","Food & Beverages","Flavors &  Salts"
NA,"The Milk Lady’s, Peaceful Baby, and Diges-Tea","Tea","Food & Beverages, Coffee/Tea","Potential to be contaminated with Salmonella","Mountain Mel’s Essential Goods, LLC","Food & Beverages","Coffee/Tea"
NA,"Hiland","Lemonade","Food & Beverages","Undeclared Milk","Hiland Dairy","Food & Beverages",""
0009-04-20,"QQ Fish","Fish Ball Products","Food & Beverages, Fish","Undeclared Egg","Great One Trading Inc.","Food & Beverages","Fish"
0009-06-20,"Udi's","Classic Hamburger Buns","Food & Beverages","Foreign Object White Plastic","Conagra Brands","Food & Beverages",""
0009-11-20,"MDH","MDH SAMBAR MASALA","Food & Beverages, Soup","Salmonella","House Of Spices India","Food & Beverages","Soup"
0009-09-20,"Martha White","Cornbread and Muffin Mix","Food & Beverages, Bakery Product/Mix","Possible presence of Gluten","Hometown Food Company","Food & Beverages","Bakery Product/Mix"
0009-11-20,"Hy-Vee","Mealtime Asian Entrees","Food & Beverages, Prepared Food","Undeclared milk","Hy-Vee","Food & Beverages","Prepared Food"
0009-11-20,"Alfa International Seafood, Inc","Refrigerated, wild-caught yellowfin tuna loins","Food & Beverages, Fish","Potentially elevated levels of histamine or scombroid fish poisoning","Alfa International Seafood, Inc.","Food & Beverages","Fish"
0009-12-20,"Ritter Sport","Ritter Sport -KAFFEESPLITTER","Food & Beverages, Meal Replacements","Undeclared milk","Stark Group International","Food & Beverages","Meal Replacements"
0009-12-20,"FuPaiYuan","FuPaiYuan Matcha candy","Food & Beverages, Candy/Gum (without chocolate)","Undeclared eggs and milk","RONG SHING","Food & Beverages","Candy/Gum (without chocolate)"
0009-12-20,"FuPaiYuan","FuPaiYuan Nougat candy","Food & Beverages, Candy/Gum (without chocolate)","Undeclared eggs and milk","RONG SHING","Food & Beverages","Candy/Gum (without chocolate)"
NA,"Urban Remedy","Salads and Wraps","Food & Beverages, Prepared Food","may be contaminated with E. coli","Urban Remedy","Food & Beverages","Prepared Food"
NA,"Gold Medal","Unbleached All Purpose Flour","Food & Beverages","E. coli O26","General Mills","Food & Beverages",""
NA,"Schwartz Brothers Bakery","Lemon Dessert Bars","Food & Beverages, Prepared Food","Undeclared Egg","Schwartz Brothers Bakery","Food & Beverages","Prepared Food"
NA,"Southeastern Grocers","Peanut Butter Cookies","Food & Beverages, Snack Food Item","Undeclared peanuts","Southeastern Grocers","Food & Beverages","Snack Food Item"
NA,"Abbott","Calcilo XD® Infant Formula","Food & Beverages, Baby Food Product","Inconsistency in aroma and color","Abbott Laboratories","Food & Beverages","Baby Food Product"
NA,"Roland","Red Lumpfish Caviar and Black Lumpfish Caviar","Food & Beverages","Potential to be contaminated with Clostridium botulinum","Roland Foods, LLC","Food & Beverages",""
NA,"Carolyn’s Cookie Company, Country Baking Co.","Frozen and refrigerated cookie dough products","Food & Beverages, Bakery Product/Mix","Undeclared peanuts and walnuts","California New Foods","Food & Beverages","Bakery Product/Mix"
NA,"Captain K","Salmon slightly salted pieces","Food & Beverages, Fish","Due to possible contamination with Listeria monocytogenes","Euphoria Fancy Food Inc","Food & Beverages","Fish"
NA,"Trail’s End","Trail’s End Chocolatey Caramel Crunch","Food & Beverages, Snack Food Item","Contain almonds, cashews and pecans","Weaver Fundraising, LLC","Food & Beverages","Snack Food Item"
NA,"RONG SHING NY Trading Inc.","GANCHI NAIWEITANGPIAN candy","Food & Beverages","Undeclared milk","RONG SHING NY Trading Inc.","Food & Beverages",""
NA,"Consider Bardwell Farms","Dorset, Slyboboro and Experience Cheeses","Food & Beverages","Listeria monocytogenes","Consider Bardwell Farms","Food & Beverages",""
NA,"Cellect®, Essentials Factor®","Multi Mineral & Vitamin Supplement Unflavored Powder Mix","Food & Beverages","Unsafe levels of Arsenic and Lead","Cellect Products Inc. and Oglethorpe Ltd.","Food & Beverages",""
NA,"Whole Foods Market","Dorset cheese","Food & Beverages","Potential contamination of Listeria monocytogenes","Whole Foods Market","Food & Beverages",""
0010-02-20,"Distributed by: Super World Trading Inc.","Dried Date","Food & Beverages","Sulfites","Super World Trading Inc.","Food & Beverages",""
0010-02-20,"CAPITAN K","Salmon slightly salted piece","Food & Beverages","Listeria monocytogenes","Euphoria Fancy Food Inc.","Food & Beverages",""
0010-02-20,"Lipari Old Tyme, Premo, Fresh Grab, Premo Signature","Chicken Salad and Chicken Salad Sandwiches","Food & Beverages, Prepared Food","Potential contamination of Listeria monocytogenes","Lipari Foods","Food & Beverages","Prepared Food"
0010-02-20,"Mical Seafood","Yellowfin Tuna","Food & Beverages, Fish","Elevated levels of histamine","Mical Seafood, Inc.","Food & Beverages","Fish"
0010-02-20,"Coborn’s","Chicken containing products including sandwiches, pastas, salads, spread","Food & Beverages, Prepared Food","Potential contamination with Listeria monocytogenes","Coborn's, Inc.","Food & Beverages","Prepared Food"
0010-01-20,"SuperMom’s, Hometown Kitchen","Chicken Salad Sandwiches","Food & Beverages","Potential contamination with Listeria monocytogenes","Northern Tier Bakery LLC","Food & Beverages",""
0010-01-20,"Glam Day","Nougat candy","Food & Beverages, Candy/Gum (without chocolate)","Undeclared milk and egg","RONG SHING NY Trading Inc.","Food & Beverages","Candy/Gum (without chocolate)"
0010-02-20,"Deli Express, Market Sandwich, Market Artisan, more","Sandwiches","Food & Beverages, Prepared Food","Potential contamination with Listeria monocytogenes","E.A. Sween Company","Food & Beverages","Prepared Food"
0010-03-20,"King Arthur Flour","Unbleached All-Purpose Flour","Food & Beverages, Bakery Product/Mix","E. coli O26","King Arthur Flour, Inc.","Food & Beverages","Bakery Product/Mix"
0010-02-20,"Mrs. Stratton’s, Star, Ballard’s Farm, Laura Lynn, more","Chicken and tuna salad products","Food & Beverages","Potential contamination with Listeria monocytogenes","Mrs. Stratton’s","Food & Beverages",""
0010-04-20,"Cornerstone","Frozen Blackberries","Food & Beverages, Fruit/Fruit Product","Norovirus","Cornerstone Premium Foods","Food & Beverages","Fruit/Fruit Product"
0010-04-20,"Lunch Box; Fresh and Local","Chicken salad sandwiches","Food & Beverages, Prepared Food","Potential contamination with Listeria monocytogenes","Grand Strand Sandwich Company","Food & Beverages","Prepared Food"
0010-03-20,"Ample Hills Creamery","Peppermint Pattie Ice Cream","Food & Beverages","Undeclared peanut","Ample Hills Manufacturing","Food & Beverages",""
0010-04-20,"Robin Hood Flour","All-Purpose Flour","Food & Beverages, Bakery Product/Mix","E. coli O26","The J. M. Smucker Company","Food & Beverages","Bakery Product/Mix"
0010-08-20,"Premo and Fresh Grab","Ham and cheese wedge sandwiches","Food & Beverages, Prepared Food","Potential contamination with Listeria monocytogenes","Lipari Foods","Food & Beverages","Prepared Food"
0010-09-20,"Blue Bell","Butter Crunch Ice Cream","Food & Beverages, Ice Cream/Frozen Dairy","Foreign object","Blue Bell Ice Cream","Food & Beverages","Ice Cream/Frozen Dairy"
0010-09-20,"Whole Foods Market","White Parkerhouse Rolls","Food & Beverages","Undeclared milk and egg","Whole Foods Market","Food & Beverages",""
0010-09-20,"Tuscan Sun","Chicken salad sandwiches","Food & Beverages","Potential contamination with Listeria monocytogenes","Jumbo Foods Inc.","Food & Beverages",""
0010-10-20,"Arla","Apetina Marinated Feta & Olives in Oil, Pitted","Food & Beverages, Fruit/Fruit Product","Potential to be contaminated with Clostridium botulinum","UNFI","Food & Beverages","Fruit/Fruit Product"
0010-10-20,"Schwan’s","Garlic Herb Shrimp","Food & Beverages, Shellfish","Undeclared milk and soy","Fisherman’s Pride Processors Inc","Food & Beverages","Shellfish"
0010-10-20,"Carolyn’s Cookie Company, Country Baking Co.","Frozen and refrigerated cookie dough products","Food & Beverages","Undeclared peanuts and walnuts","California New Foods","Food & Beverages",""
NA,"Samurai","Furikake Popcorn","Food & Beverages","Undeclared fish","Samurai, Inc.","Food & Beverages",""
NA,"Mical Seafood","Yellowfin Tuna loins, poke, steaks, ground meat and saku","Food & Beverages, Fish","Elevated levels of histamine","Mical Seafood, Inc.","Food & Beverages","Fish"
NA,"Keshav","Dry Apricot","Food & Beverages, Fruit/Fruit Product","Sulfites","Peekay International Inc.","Food & Beverages","Fruit/Fruit Product"
NA,"Parivar","Dry Dates","Food & Beverages, Fruit/Fruit Product","High Sulfite Content","Dilips Ceramics Inc dba Shivam Distributors","Food & Beverages","Fruit/Fruit Product"
NA,"SWAN and KESHAV","DRY APRICOTS","Food & Beverages","Undeclared Sulfites","Peekay International Inc.","Food & Beverages",""
NA,"Great Lakes, more","Fresh apples varieties:","Food & Beverages","Potential to be contaminated with Listeria monocytogenes","North Bay Produce, Inc.","Food & Beverages",""
NA,"Golden Dragon Inc.","Chinese Almond Cookies","Food & Beverages, Allergens","May contain undeclared milk","Golden Dragon Fortune Cookies Inc.","Food & Beverages",""
NA,"Season’s Choice, Raley’s","Frozen raspberries, frozen berry mixes","Food & Beverages, Fruit/Fruit Product","Potential to be contaminated with Hepatitis A","Wawona Frozen Foods","Food & Beverages","Fruit/Fruit Product"
NA,"Nestle","Ready-to-bake refrigerated cookie dough products","Food & Beverages","Due to the potential presence of food-grade rubber pieces","Nestle USA, Inc.","Food & Beverages",""
0011-01-20,"King Arthur Flour","Unbleached All-Purpose Flour","Food & Beverages","E. coli O26","King Arthur Flour, Inc.","Food & Beverages",""
0011-03-20,"Mann, various private brands","Various vegetable products","Food & Beverages","Potential contamination with Listeria monocytogenes","Mann Packing Co., Inc.","Food & Beverages",""
0011-05-20,"Wegmans","Vegetable blends served at self-serve cold bar","Food & Beverages, Vegetable Products","Listeria monocytogenes","Wegmans","Food & Beverages","Vegetable Products"
0011-05-20,"No Brand name Listed on Package","Stir Fry Blends","Food & Beverages, Vegetable Products","Listeria moncytogenes","GHNW, LLC","Food & Beverages","Vegetable Products"
0011-05-20,"Meijer","Vegetable Trays & Broccoli florets","Food & Beverages","Listeria monocytogenes","Meijer","Food & Beverages",""
0011-06-20,"Mill Stream Corp.","Cold Smoked Salmon","Food & Beverages","Clostridium botulinum","Mill Stream Corp.","Food & Beverages",""
0011-06-20,"Whole Foods Market","Multiple Products","Food & Beverages","Listeria monocytogenes","Whole Foods Market","Food & Beverages",""
0011-05-20,"Keshav and Swan Brands","Dried dates","Food & Beverages","Undeclared sulfites","Peekay International Inc.","Food & Beverages",""
0011-08-20,"Crazy Fresh, quick & easy, no brand name listed","Various fresh vegetables","Food & Beverages","Listeria monocytogenes","Russ Davis Wholesale","Food & Beverages",""
0011-11-20,"Fresh Seasons Kitchen","Veggie & Ranch Cups with cauliflower","Food & Beverages","Due to the potential risk of Listeria monocytogenes","Taher, Inc.","Food & Beverages",""
NA,"Marketside","Marketside Brand Creamy Cauliflower Parmesan Soup","Food & Beverages, Soup","Undeclared fish and wheat","Kettle Cuisine","Food & Beverages","Soup"
NA,"Natural Grocers","Organic Soybeans","Food & Beverages","Potential to contain mold","Vitamin Cottage Natural Food Markets, Inc.","Food & Beverages",""
NA,"Breakstone’s","Cottage Cheese","Food & Beverages","Potential presence of plastic and metal","Kraft Heinz Foods Company","Food & Beverages",""
NA,"Nabisco","Cheese Nips","Food & Beverages","Potential presence of plastic","Mondelēz Global LLC","Food & Beverages",""
NA,"Tainy Vostoka","Dried Fruit Mix","Food & Beverages","Undeclared sulfites","Euroline Foods LLC","Food & Beverages",""
NA,"Whole Foods Market","Raspberry Cheesecake Italian Gelato","Food & Beverages","Undeclared egg","Whole Foods Market","Food & Beverages",""
NA,"Tuna King","Yellowfin Tuna Medallions","Food & Beverages, Fish","Elevated Histamine Levels","Northern Fisheries LTD","Food & Beverages","Fish"
